ID de Filme,T+AO0-tulo,Ano de Lan+AOc-amento,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar ?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar
3578,Gladiator,2000,Drama,Action,14,155,Ridley Scott,Nao,USA,103000000,Russell Crowe,Sim,8.5,Sim
3591,Mr. Mom,1983,Drama,Comedy,?,91,Stan Dragoti,Nao,USA,?,Michael Keaton,Nao,6.5,Nao
3594,Center Stage,2000,Drama,?,12,115,Nicholas Hytner,Nao,USA,29000000,Amanda Schull,Nao,6.7,Nao
3596,Screwed,2000,Comedy,?,Rated PG+AC0-13 for crude and sex+AC0-related humor nudity language some violence and brief drug content,81,Scott Alexander,Nao,USA,10000000,Norm MacDonald,Nao,5.7,Nao
3600,Blue Hawaii,1961,Comedy,Musical,Rated PG for mild sensuality,102,Norman Taurog,Sim,USA,2000000,Elvis Presley,Nao,6.1,Nao
3602,G. I. Blues,1960,Musical,?,Rated PG for mild thematic elements,104,Norman Taurog,Sim,USA,2000000,Elvis Presley,Nao,6.2,Nao
3604,Gypsy,1962,Musical,?,Approved,143,Mervyn LeRoy,Nao,USA,4000000,Rosalind Russell,Nao,7.2,Nao
3608,Pee+AC0-wee's Big Adventure,1985,Comedy,?,Livre,91,Tim Burton,Nao,USA,6000000,Paul Reubens,Nao,7.0,Nao
3610,Roustabout,1964,Musical,?,Rated PG for mild thematic elements and language,101,John Rich,Nao,USA,?,Elvis Presley,Nao,5.9,Nao
3612,Slipper and the Rose,1976,Musical,Romance,?,146,Bryan Forbes,Nao,UK,?,Richard Chamberlain,Nao,7.1,Nao
3613,Things Change,1988,Comedy,?,?,100,David Mamet,Nao,USA,?,Don Ameche,Sim,7.0,Nao
3617,Road Trip,2000,Comedy,?,14,93,Todd Phillips,Nao,USA,16000000,Breckin Meyer,Nao,6.5,Nao
3618,Small Time Crooks,2000,Comedy,?,Livre,94,Woody Allen,Sim,USA,25000000,Woody Allen,Nao,6.7,Nao
3619,Hollywood Knights,1980,Comedy,?,?,91,Floyd Mutrux,Nao,USA,?,Tony Danza,Nao,6.3,Nao
3623,Mission: Impossible 2,2000,Action,Thriller,14,123,John Woo,Nao,USA,125000000,Tom Cruise,Nao,6.1,Nao
3624,Shanghai Noon,2000,Action,?,12,110,Tom Dey,Nao,USA,55000000,Jackie Chan,Nao,6.6,Nao
3629,Gold Rush,1925,Comedy,?,?,95,Charles Chaplin,Sim,USA,923000,Charles Chaplin,Sim,8.2,Nao
3633,On Her Majesty's Secret Service,1969,Action,?,12,142,Peter R. Hunt (as Peter Hunt),Nao,UK,7000000,George Lazenby,Nao,6.8,Nao
3634,Seven Days in May,1964,Thriller,?,?,118,John Frankenheimer,Nao,USA,2200000,Burt Lancaster,Sim,7.9,Nao
3635,Spy Who Loved Me,1977,Action,?,12,125,Lewis Gilbert,Nao,UK,14000000,Roger Moore,Nao,7.1,Nao
3638,Moonraker,1979,Sci+AC0-Fi,Action,12,126,Lewis Gilbert,Nao,UK,34000000,Roger Moore,Nao,6.3,Nao
3639,Man with the Golden Gun,1974,Action,?,12,125,Guy Hamilton,Nao,UK,13000000,Roger Moore,Nao,6.8,Nao
3640,King in New York,1957,Drama,Comedy,?,110,Charles Chaplin,Sim,UK,?,Charles Chaplin,Sim,7.2,Nao
3646,Big Momma's House,2000,Comedy,?,Rated PG+AC0-13 for crude humor including sexual innuendoand for language and some violence,99,Raja Gosnell,Nao,USA,30000000,Martin Lawrence,Nao,5.1,Nao
3658,Quatermass and the Pit,1967,Sci+AC0-Fi,?,?,97,Roy Ward Baker,Nao,UK,?,James Donald,Nao,7.1,Nao
3660,Puppet Master,1989,Horror,Thriller,Rated R for strong graphic horror/fantasy violence a strong sex scene with nudity and strong language,90,David Schmoeller,Nao,USA,?,Paul Le Mat,Nao,5.7,Nao
3661,Puppet Master II,1990,Horror,Thriller,?,88,David Allen,Nao,USA,780000,Elizabeth Maclellan,Nao,5.5,Nao
3662,Puppet Master III: Toulon's Revenge,1991,Horror,Thriller,Rated R for violence and sensuality,86,David DeCoteau,Nao,USA,800000,Guy Rolfe,Nao,6.1,Nao
3671,Blazing Saddles,1974,Comedy,Western,?,93,Mel Brooks,Nao,USA,2600000,Cleavon Little,Nao,7.8,Nao
3674,For the Love of Benji,1977,Family,Adventure,?,85,Joe Camp,Nao,USA,?,Patsy Garrett,Nao,5.9,Nao
3675,White Christmas,1954,Musical,?,?,120,Michael Curtiz,Sim,USA,?,Bing Crosby,Sim,7.6,Nao
3682,Magnum Force,1973,Western,?,14,124,Ted Post,Nao,USA,?,Clint Eastwood,Nao,7.2,Nao
3684,Fabulous Baker Boys,1989,Drama,Romance,?,114,Steve Kloves,Nao,USA,13000000,Jeff Bridges,Sim,6.8,Nao
3685,Prizzi's Honor,1985,Drama,Romance,?,130,John Huston,Sim,USA,?,Jack Nicholson,Sim,6.8,Sim
3690,Porky's Revenge,1985,Comedy,?,?,92,James Komack,Nao,USA,9000000,Dan Monahan,Nao,4.7,Nao
3696,Night of the Creeps,1986,Horror,Comedy,?,88,Fred Dekker,Nao,USA,5000000,Jason Lively,Nao,6.8,Nao
3697,Predator 2,1990,Sci+AC0-Fi,Action,16,108,Stephen Hopkins,Nao,USA,35000000,Danny Glover,Nao,6.2,Nao
3698,Running Man,1987,Sci+AC0-Fi,Action,12,101,Paul Michael Glaser,Nao,USA,27000000,Arnold Schwarzenegger,Nao,6.6,Nao
3699,Starman,1984,Drama,Sci+AC0-Fi,?,115,John Carpenter,Nao,USA,22000000,Jeff Bridges,Sim,7.0,Nao
3700,Brother from Another Planet,1984,Drama,Sci+AC0-Fi,Rated R for languagesome drug content and brief nudity,108,John Sayles,Nao,USA,350000,Joe Morton,Nao,6.8,Nao
3701,Alien Nation,1988,Drama,Sci+AC0-Fi,?,91,Graham Baker,Nao,USA,16000000,James Caan,Nao,6.3,Nao
3702,Mad Max,1979,Sci+AC0-Fi,Action,KNT/ENA,88,George Miller,Nao,Australia,200000,Mel Gibson,Nao,7.0,Nao
3703,Mad Max 2,1981,Sci+AC0-Fi,Action,KNT/ENA,95,George Miller,Nao,Australia,2000000,Mel Gibson,Nao,7.6,Nao
3704,Mad Max Beyond Thunderdome,1985,Sci+AC0-Fi,Action,14,107,George Miller,Nao,Australia,10000000,Mel Gibson,Nao,6.2,Nao
3705,Bird on a Wire,1990,Action,Adventure,?,110,John Badham,Nao,USA,20000000,Mel Gibson,Nao,5.9,Nao
3706,Angel Heart,1987,Thriller,Mystery,18,113,Alan Parker,Nao,UK,17000000,Mickey Rourke,Nao,7.3,Nao
3707,Nine 1/2 Weeks,1986,Drama,?,18,117,Adrian Lyne,Nao,USA,17000000,Mickey Rourke,Nao,5.9,Nao
3713,Long Walk Home,1990,Drama,?,?,97,Richard Pearce,Nao,USA,?,Sissy Spacek,Sim,7.3,Nao
3717,Gone in 60 Seconds,2000,Action,Crime,14,118,Dominic Sena,Nao,USA,90000000,Nicolas Cage,Sim,6.5,Nao
3723,Hamlet,1990,Drama,?,?,135,Franco Zeffirelli,Nao,USA,?,Mel Gibson,Nao,6.8,Nao
3724,Coming Home,1978,Drama,War,?,127,Hal Ashby,Nao,USA,3000000,Jane Fonda,Sim,7.3,Sim
3728,One False Move,1991,Thriller,?,Rated R for strong violence and languageand for drug content,105,Carl Franklin,Nao,USA,?,Bill Paxton,Nao,7.2,Nao
3729,Shaft,1971,Action,Crime,14,100,Gordon Parks,Nao,USA,1125000,Richard Roundtree,Nao,6.6,Sim
3730,Conversation,1974,Drama,Mystery,14,113,Francis Ford Coppola,Sim,USA,1600000,Gene Hackman,Sim,7.9,Nao
3733,Paper Chase,1973,Drama,?,?,113,James Bridges,Nao,USA,?,Timothy Bottoms,Nao,7.2,Sim
3735,Serpico,1973,Drama,Crime,12,130,Sidney Lumet,Nao,Italy,3000000,Al Pacino,Sim,7.8,Nao
3736,Big Carnival,1951,Drama,?,?,111,Billy Wilder,Sim,USA,1800000,Kirk Douglas,Nao,8.2,Nao
3738,Sugarland Express,1974,Drama,?,12,110,Steven Spielberg,Sim,USA,3000000,Goldie Hawn,Sim,6.8,Nao
3740,Big Trouble in Little China,1986,Comedy,Action,14,99,John Carpenter,Nao,USA,25000000,Kurt Russell,Nao,7.3,Nao
3741,Badlands,1973,Drama,Crime,14,94,Terrence Malick,Nao,USA,450000,Martin Sheen,Nao,7.9,Nao
3744,Shaft,2000,Action,Crime,16,99,John Singleton,Nao,Germany,46000000,Samuel L. Jackson,Nao,5.9,Nao
3745,Titan A.E.,2000,Animation,Sci+AC0-Fi,Livre,94,Don Bluth,Nao,USA,75000000,Matt Damon,Nao,6.6,Nao
3751,Chicken Run,2000,Animation,Family,Livre,84,Peter Lord,Nao,UK,45000000,Mel Gibson,Nao,7.0,Nao
3752,Me,2000,Comedy,?,14,116,Bobby Farrelly,Nao,USA,51000000,Jim Carrey,Nao,6.5,Nao
3753,Patriot,2000,Drama,War,Rated R for strong war violence,165,Roland Emmerich,Nao,USA,110000000,Mel Gibson,Nao,7.1,Nao
3755,Perfect Storm,2000,Action,Adventure,12,130,Wolfgang Petersen,Nao,USA,140000000,George Clooney,Sim,6.4,Nao
3763,F/X,1986,Action,Crime,?,109,Robert Mandel,Nao,USA,10000000,Bryan Brown,Nao,6.7,Nao
3764,F/X 2,1991,Action,Crime,?,108,Richard Franklin,Nao,USA,16400000,Bryan Brown,Nao,5.8,Nao
3771,Golden Voyage of Sinbad,1974,Action,Adventure,?,104,Gordon Hessler,Nao,UK,982351,John Phillip Law,Nao,6.8,Nao
3783,Croupier,1998,Drama,Crime,?,94,Mike Hodges,Nao,Ireland,?,Clive Owen,Nao,7.2,Nao
3785,Scary Movie,2000,Horror,Comedy,16,88,Keenen Ivory Wayans,Nao,USA,19000000,Anna Faris,Nao,6.2,Nao
3786,But I'm a Cheerleader,1999,Comedy,?,Rated R for strong language and sexual content involving teens,85,Jamie Babbit,Nao,USA,1200000,Natasha Lyonne,Nao,6.6,Nao
3788,Blowup,1966,Drama,Mystery,?,111,Michelangelo Antonioni,Nao,UK,1800000,David Hemmings,Nao,7.7,Nao
3789,Pawnbroker,1965,Drama,?,?,116,Sidney Lumet,Nao,USA,500000,Rod Steiger,Sim,7.8,Nao
3793,X+AC0-Men,2000,Sci+AC0-Fi,Action,12,104,Bryan Singer,Nao,USA,75000000,Patrick Stewart,Nao,7.4,Nao
3798,What Lies Beneath,2000,Thriller,?,14,130,Robert Zemeckis,Sim,USA,100000000,Harrison Ford,Nao,6.6,Nao
3799,Pokemon the Movie 2000,1999,Animation,Family,Livre,84,Michael Haigney,Nao,Japan,30000000,Rica Matsumoto,Nao,5.9,Nao
3801,Anatomy of a Murder,1959,Drama,Mystery,?,160,Otto Preminger,Nao,USA,?,James Stewart,Sim,8.1,Nao
3809,What About Bob,1991,Comedy,?,?,99,Frank Oz,Nao,USA,35000000,Bill Murray,Nao,7.0,Nao
3812,Everything You Always Wanted to Know About Sex,1972,Comedy,?,14,88,Woody Allen,Sim,USA,2000000,Woody Allen,Nao,6.8,Nao
3821,Nutty Professor II: The Klumps,2000,Comedy,?,Rated PG+AC0-13 for crude humor and sex+AC0-related material,106,Peter Segal,Nao,USA,84000000,Eddie Murphy,Nao,4.3,Nao
3826,Hollow Man,2000,Horror,Thriller,16,112,Paul Verhoeven,Nao,USA,95000000,Kevin Bacon,Nao,5.7,Nao
3827,Space Cowboys,2000,Sci+AC0-Fi,Action,Livre,130,Clint Eastwood,Sim,USA,65000000,Clint Eastwood,Nao,6.4,Nao
3835,Crush,1993,Thriller,?,Rated R for language and terror violence,89,Alan Shapiro,Nao,USA,6000000,Cary Elwes,Nao,5.7,Nao
3836,Kelly's Heroes,1970,Comedy,Action,?,144,Brian G. Hutton,Nao,USA,4000000,Clint Eastwood,Nao,7.7,Nao
3841,Air America,1990,Comedy,Action,?,113,Roger Spottiswoode,Nao,USA,35000000,Mel Gibson,Nao,5.7,Nao
3844,Steel Magnolias,1989,Drama,?,?,117,Herbert Ross,Nao,USA,?,Shirley MacLaine,Sim,7.2,Nao
3863,Cell,2000,Sci+AC0-Fi,Thriller,16,107,Tarsem Singh (as Tarsem),Nao,USA,33000000,Jennifer Lopez,Nao,6.3,Nao
3868,Naked Gun: From the Files of Police Squad+ACE-,1988,Comedy,?,Livre,85,David Zucker,Nao,USA,12000000,Leslie Nielsen,Nao,7.6,Nao
3869,Naked Gun 2 1/2: The Smell of Fear,1991,Comedy,?,Livre,85,David Zucker,Nao,USA,23000000,Leslie Nielsen,Nao,6.8,Nao
3871,Shane,1953,Drama,Western,Livre,118,George Stevens,Sim,USA,3100000,Alan Ladd,Nao,7.7,Sim
3873,Cat Ballou,1965,Comedy,Western,?,97,Elliot Silverstein,Nao,USA,?,Jane Fonda,Sim,6.9,Sim
3879,Art of War,2000,Action,?,Rated R for strong violencesome sexualitylanguage and brief drug content,117,Christian Duguay,Nao,USA,60000000,Wesley Snipes,Nao,5.7,Nao
3889,Highlander: Endgame,2000,Action,Adventure,Rated R for bloody violence some strong sexuality and language,87,Douglas Aarniokoski,Nao,USA,25000000,Christopher Lambert,Nao,4.6,Nao
3893,Nurse Betty,2000,Comedy,Thriller,Rated R for strong violencepervasive language and a scene of sexuality,110,Neil LaBute,Nao,Germany,35000000,Renee Zellweger,Sim,6.3,Nao
3896,Way of the Gun,2000,Thriller,Crime,Rated R for strong violence/gore language and some sexuality,119,Christopher McQuarrie,Nao,USA,8500000,Ryan Phillippe,Nao,6.7,Nao
3897,Almost Famous,2000,Drama,Comedy,12,122,Cameron Crowe,Nao,USA,60000000,Billy Crudup,Nao,7.9,Sim
3908,Urban Legends: Final Cut,2000,Horror,?,18,97,John Ottman,Nao,USA,14000000,Jennifer Morrison,Nao,4.1,Nao
3916,Remember the Titans,2000,Drama,?,Livre,113,Boaz Yakin,Nao,USA,30000000,Denzel Washington,Sim,7.8,Nao
3917,Hellraiser,1987,Horror,?,?,94,Clive Barker,Nao,UK,1000000,Andrew Robinson,Nao,7.0,Nao
3926,Voyage to the Bottom of the Sea,1961,Sci+AC0-Fi,Adventure,Rated PG for some perilous situations,105,Irwin Allen,Nao,USA,1580000,Walter Pidgeon,Nao,6.1,Nao
3927,Fantastic Voyage,1966,Sci+AC0-Fi,Adventure,Rated PG for mild violence and language,100,Richard Fleischer,Nao,USA,5115000,Stephen Boyd,Nao,6.8,Sim
3928,Abbott and Costello Meet Frankenstein,1948,Horror,Comedy,?,83,Charles Barton (as Charles T. Barton),Nao,USA,800000,Bud Abbott,Nao,7.6,Nao
3929,Bank Dick,1940,Comedy,?,?,72,Edward F. Cline (as Edward Cline),Nao,USA,?,W.C. Fields,Nao,7.3,Nao
3930,Creature From the Black Lagoon,1954,Horror,?,Livre,79,Jack Arnold,Nao,USA,?,Richard Carlson,Nao,7.0,Nao
3932,Invisible Man,1933,Horror,Sci+AC0-Fi,?,71,James Whale,Nao,USA,?,Claude Rains,Nao,7.7,Nao
3936,Phantom of the Opera,1943,Drama,Thriller,14,92,Arthur Lubin,Nao,USA,1500000,Nelson Eddy,Nao,6.5,Sim
3946,Get Carter,2000,Drama,Action,Rated R for violence language some sexuality and drug content,102,Stephen Kay,Nao,USA,63600000,Sylvester Stallone,Nao,5.1,Nao
3948,Meet the Parents,2000,Comedy,?,12,108,Jay Roach,Nao,USA,55000000,Ben Stiller,Nao,7.0,Nao
